id,name,description,price,stock_quantity,category_id
29812,ShopX housewares Product 29812,ShopX catalog item in housewares. Photos=2; weight_g=6800.0.,140.0,12,53
29813,ShopX fashion_male_clothing Product 29813,ShopX catalog item in fashion_male_clothing. Photos=2; weight_g=300.0.,24.9,11,34
29814,ShopX furniture_decor Product 29814,ShopX catalog item in furniture_decor. Photos=1; weight_g=4000.0.,29.9,11,43
29815,ShopX furniture_decor Product 29815,ShopX catalog item in furniture_decor. Photos=2; weight_g=3000.0.,99.0,11,43
29816,ShopX sports_leisure Product 29816,ShopX catalog item in sports_leisure. Photos=1; weight_g=3900.0.,439.9,11,69
29817,ShopX electronics Product 29817,ShopX catalog item in electronics. Photos=1; weight_g=150.0.,18.9,12,30
29818,ShopX telephony Product 29818,ShopX catalog item in telephony. Photos=1; weight_g=150.0.,68.9,11,72
29819,ShopX garden_tools Product 29819,ShopX catalog item in garden_tools. Photos=1; weight_g=250.0.,121.9,11,46
29820,ShopX sports_leisure Product 29820,ShopX catalog item in sports_leisure. Photos=1; weight_g=1525.0.,74.9,11,69
29821,ShopX pet_shop Product 29821,ShopX catalog item in pet_shop. Photos=2; weight_g=4800.0.,164.9,11,64
29822,ShopX health_beauty Product 29822,ShopX catalog item in health_beauty. Photos=1; weight_g=1275.0.,59.0,11,47
29823,ShopX bed_bath_table Product 29823,ShopX catalog item in bed_bath_table. Photos=1; weight_g=6450.0.,149.0,11,11
29824,ShopX fashion_shoes Product 29824,ShopX catalog item in fashion_shoes. Photos=3; weight_g=1850.0.,199.7,12,35
29825,ShopX bed_bath_table Product 29825,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1200.0.,89.9,11,11
29826,ShopX furniture_decor Product 29826,ShopX catalog item in furniture_decor. Photos=1; weight_g=800.0.,18.75,11,43
29827,ShopX construction_tools_construction Product 29827,ShopX catalog item in construction_tools_construction. Photos=6; weight_g=500.0.,29.9,11,21
29828,ShopX bed_bath_table Product 29828,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1600.0.,62.9,11,11
29829,ShopX sports_leisure Product 29829,ShopX catalog item in sports_leisure. Photos=1; weight_g=400.0.,49.99,11,69
29830,ShopX bed_bath_table Product 29830,ShopX catalog item in bed_bath_table. Photos=1; weight_g=950.0.,94.35,11,11
29831,ShopX watches_gifts Product 29831,ShopX catalog item in watches_gifts. Photos=1; weight_g=300.0.,279.9,11,74
29832,ShopX electronics Product 29832,ShopX catalog item in electronics. Photos=3; weight_g=220.0.,59.9,11,30
29833,ShopX health_beauty Product 29833,ShopX catalog item in health_beauty. Photos=2; weight_g=125.0.,150.0,12,47
29834,ShopX watches_gifts Product 29834,ShopX catalog item in watches_gifts. Photos=1; weight_g=700.0.,182.0,11,74
29835,ShopX telephony Product 29835,ShopX catalog item in telephony. Photos=1; weight_g=150.0.,21.99,11,72
29836,ShopX housewares Product 29836,ShopX catalog item in housewares. Photos=3; weight_g=750.0.,59.9,11,53
29837,ShopX furniture_decor Product 29837,ShopX catalog item in furniture_decor. Photos=3; weight_g=6050.0.,84.9,11,43
29838,ShopX computers_accessories Product 29838,ShopX catalog item in computers_accessories. Photos=1; weight_g=900.0.,159.9,11,19
29839,ShopX food_drink Product 29839,ShopX catalog item in food_drink. Photos=1; weight_g=300.0.,21.9,11,41
29840,ShopX stationery Product 29840,ShopX catalog item in stationery. Photos=5; weight_g=50.0.,18.99,11,70
29841,ShopX sports_leisure Product 29841,ShopX catalog item in sports_leisure. Photos=3; weight_g=1800.0.,49.99,11,69
29842,ShopX auto Product 29842,ShopX catalog item in auto. Photos=6; weight_g=8550.0.,56.7,11,9
29843,ShopX health_beauty Product 29843,ShopX catalog item in health_beauty. Photos=1; weight_g=1250.0.,65.0,11,47
29844,ShopX auto Product 29844,ShopX catalog item in auto. Photos=2; weight_g=1450.0.,229.9,11,9
29845,ShopX stationery Product 29845,ShopX catalog item in stationery. Photos=3; weight_g=100.0.,19.99,11,70
29846,ShopX toys Product 29846,ShopX catalog item in toys. Photos=5; weight_g=350.0.,55.99,11,73
29847,ShopX housewares Product 29847,ShopX catalog item in housewares. Photos=1; weight_g=450.0.,11.97,11,53
29848,ShopX fashion_bags_accessories Product 29848,ShopX catalog item in fashion_bags_accessories. Photos=1; weight_g=100.0.,29.9,11,32
29849,ShopX sports_leisure Product 29849,ShopX catalog item in sports_leisure. Photos=1; weight_g=150.0.,14.0,11,69
29850,ShopX stationery Product 29850,ShopX catalog item in stationery. Photos=1; weight_g=5900.0.,232.9,11,70
29851,ShopX telephony Product 29851,ShopX catalog item in telephony. Photos=3; weight_g=401.0.,118.9,11,72
29852,ShopX construction_tools_construction Product 29852,ShopX catalog item in construction_tools_construction. Photos=4; weight_g=2500.0.,774.9,11,21
29853,ShopX housewares Product 29853,ShopX catalog item in housewares. Photos=1; weight_g=1178.0.,67.8,11,53
29854,ShopX watches_gifts Product 29854,ShopX catalog item in watches_gifts. Photos=2; weight_g=200.0.,124.9,11,74
29855,ShopX toys Product 29855,ShopX catalog item in toys. Photos=2; weight_g=400.0.,109.99,11,73
29856,ShopX watches_gifts Product 29856,ShopX catalog item in watches_gifts. Photos=2; weight_g=287.0.,139.9,11,74
29857,ShopX sports_leisure Product 29857,ShopX catalog item in sports_leisure. Photos=2; weight_g=1000.0.,169.9,11,69
29858,ShopX housewares Product 29858,ShopX catalog item in housewares. Photos=2; weight_g=500.0.,5.99,11,53
29859,ShopX perfumery Product 29859,ShopX catalog item in perfumery. Photos=2; weight_g=190.0.,250.9,11,63
29860,ShopX baby Product 29860,ShopX catalog item in baby. Photos=4; weight_g=11763.0.,899.99,11,10
29861,ShopX health_beauty Product 29861,ShopX catalog item in health_beauty. Photos=2; weight_g=100.0.,25.9,11,47
29862,ShopX bed_bath_table Product 29862,ShopX catalog item in bed_bath_table. Photos=2; weight_g=1000.0.,74.9,11,11
29863,ShopX bed_bath_table Product 29863,ShopX catalog item in bed_bath_table. Photos=1; weight_g=750.0.,119.6,11,11
29864,ShopX small_appliances Product 29864,ShopX catalog item in small_appliances. Photos=1; weight_g=3350.0.,178.0,11,67
29865,ShopX pet_shop Product 29865,ShopX catalog item in pet_shop. Photos=7; weight_g=65.0.,70.0,11,64
29866,ShopX sports_leisure Product 29866,ShopX catalog item in sports_leisure. Photos=1; weight_g=1800.0.,792.0,11,69
29867,ShopX fashion_shoes Product 29867,ShopX catalog item in fashion_shoes. Photos=4; weight_g=1400.0.,84.9,11,35
29868,ShopX bed_bath_table Product 29868,ShopX catalog item in bed_bath_table. Photos=4; weight_g=16400.0.,239.9,11,11
29869,ShopX computers_accessories Product 29869,ShopX catalog item in computers_accessories. Photos=1; weight_g=600.0.,93.5,11,19
29870,ShopX sports_leisure Product 29870,ShopX catalog item in sports_leisure. Photos=1; weight_g=4450.0.,119.8,11,69
29871,ShopX bed_bath_table Product 29871,ShopX catalog item in bed_bath_table. Photos=1; weight_g=2500.0.,154.9,11,11
29872,ShopX bed_bath_table Product 29872,ShopX catalog item in bed_bath_table. Photos=1; weight_g=4250.0.,95.0,11,11
29873,ShopX bed_bath_table Product 29873,ShopX catalog item in bed_bath_table. Photos=1; weight_g=600.0.,48.99,11,11
29874,ShopX sports_leisure Product 29874,ShopX catalog item in sports_leisure. Photos=1; weight_g=900.0.,99.0,11,69
29875,ShopX housewares Product 29875,ShopX catalog item in housewares. Photos=2; weight_g=2450.0.,169.9,11,53
29876,ShopX bed_bath_table Product 29876,ShopX catalog item in bed_bath_table. Photos=2; weight_g=2000.0.,54.9,11,11
29877,ShopX costruction_tools_garden Product 29877,ShopX catalog item in costruction_tools_garden. Photos=1; weight_g=750.0.,54.5,11,25
29878,ShopX housewares Product 29878,ShopX catalog item in housewares. Photos=1; weight_g=2841.0.,179.0,19,53
29879,ShopX housewares Product 29879,ShopX catalog item in housewares. Photos=6; weight_g=400.0.,24.95,11,53
29880,ShopX furniture_decor Product 29880,ShopX catalog item in furniture_decor. Photos=1; weight_g=5400.0.,49.9,11,43
29881,ShopX baby Product 29881,ShopX catalog item in baby. Photos=3; weight_g=350.0.,17.8,12,10
29882,ShopX bed_bath_table Product 29882,ShopX catalog item in bed_bath_table. Photos=1; weight_g=10500.0.,194.9,11,11
29883,ShopX perfumery Product 29883,ShopX catalog item in perfumery. Photos=1; weight_g=100.0.,14.9,11,63
29884,ShopX Other Product 29884,ShopX catalog item in Other. Photos=0; weight_g=200.0.,29.9,11,1
29885,ShopX musical_instruments Product 29885,ShopX catalog item in musical_instruments. Photos=1; weight_g=767.0.,378.02,11,60
29886,ShopX sports_leisure Product 29886,ShopX catalog item in sports_leisure. Photos=8; weight_g=5800.0.,149.9,11,69
29887,ShopX industry_commerce_and_business Product 29887,ShopX catalog item in industry_commerce_and_business. Photos=4; weight_g=11325.0.,104.0,19,54
29888,ShopX furniture_decor Product 29888,ShopX catalog item in furniture_decor. Photos=1; weight_g=250.0.,15.0,11,43
29889,ShopX watches_gifts Product 29889,ShopX catalog item in watches_gifts. Photos=1; weight_g=550.0.,188.0,12,74
29890,ShopX auto Product 29890,ShopX catalog item in auto. Photos=5; weight_g=1050.0.,99.0,12,9
29891,ShopX toys Product 29891,ShopX catalog item in toys. Photos=7; weight_g=700.0.,139.99,14,73
29892,ShopX bed_bath_table Product 29892,ShopX catalog item in bed_bath_table. Photos=1; weight_g=4025.0.,199.0,12,11
29893,ShopX bed_bath_table Product 29893,ShopX catalog item in bed_bath_table. Photos=2; weight_g=600.0.,58.67,11,11
29894,ShopX office_furniture Product 29894,ShopX catalog item in office_furniture. Photos=1; weight_g=30000.0.,219.99,11,61
29895,ShopX computers Product 29895,ShopX catalog item in computers. Photos=4; weight_g=2600.0.,1300.0,17,18
29896,ShopX construction_tools_construction Product 29896,ShopX catalog item in construction_tools_construction. Photos=3; weight_g=2350.0.,49.99,11,21
29897,ShopX computers_accessories Product 29897,ShopX catalog item in computers_accessories. Photos=1; weight_g=150.0.,19.5,11,19
29898,ShopX construction_tools_construction Product 29898,ShopX catalog item in construction_tools_construction. Photos=1; weight_g=1633.0.,115.3,11,21
29899,ShopX toys Product 29899,ShopX catalog item in toys. Photos=1; weight_g=300.0.,78.9,11,73
29900,ShopX musical_instruments Product 29900,ShopX catalog item in musical_instruments. Photos=8; weight_g=7900.0.,169.9,11,60
29901,ShopX auto Product 29901,ShopX catalog item in auto. Photos=1; weight_g=1475.0.,37.9,11,9
29902,ShopX sports_leisure Product 29902,ShopX catalog item in sports_leisure. Photos=2; weight_g=500.0.,59.9,12,69
29903,ShopX cool_stuff Product 29903,ShopX catalog item in cool_stuff. Photos=1; weight_g=9200.0.,235.0,11,24
29904,ShopX garden_tools Product 29904,ShopX catalog item in garden_tools. Photos=5; weight_g=700.0.,34.9,11,46
29905,ShopX health_beauty Product 29905,ShopX catalog item in health_beauty. Photos=1; weight_g=475.0.,55.0,11,47
29906,ShopX sports_leisure Product 29906,ShopX catalog item in sports_leisure. Photos=1; weight_g=5350.0.,269.99,11,69
29907,ShopX health_beauty Product 29907,ShopX catalog item in health_beauty. Photos=1; weight_g=260.0.,36.53,11,47
29908,ShopX housewares Product 29908,ShopX catalog item in housewares. Photos=1; weight_g=800.0.,45.0,11,53
29909,ShopX computers_accessories Product 29909,ShopX catalog item in computers_accessories. Photos=2; weight_g=300.0.,42.9,11,19
29910,ShopX telephony Product 29910,ShopX catalog item in telephony. Photos=1; weight_g=200.0.,9.99,11,72
29911,ShopX auto Product 29911,ShopX catalog item in auto. Photos=3; weight_g=10700.0.,378.0,11,9
29912,ShopX furniture_decor Product 29912,ShopX catalog item in furniture_decor. Photos=1; weight_g=300.0.,64.9,11,43
29913,ShopX home_appliances Product 29913,ShopX catalog item in home_appliances. Photos=1; weight_g=4750.0.,39.0,11,48
29914,ShopX industry_commerce_and_business Product 29914,ShopX catalog item in industry_commerce_and_business. Photos=3; weight_g=675.0.,139.9,11,54
29915,ShopX watches_gifts Product 29915,ShopX catalog item in watches_gifts. Photos=5; weight_g=375.0.,49.89,11,74
29916,ShopX books_general_interest Product 29916,ShopX catalog item in books_general_interest. Photos=1; weight_g=500.0.,39.99,12,12
29917,ShopX watches_gifts Product 29917,ShopX catalog item in watches_gifts. Photos=2; weight_g=200.0.,74.99,11,74
29918,ShopX computers Product 29918,ShopX catalog item in computers. Photos=7; weight_g=3200.0.,3549.0,11,18
29919,ShopX office_furniture Product 29919,ShopX catalog item in office_furniture. Photos=1; weight_g=11575.0.,146.99,11,61
29920,ShopX Portateis Cozinha E Preparadores De Alimentos Product 29920,ShopX catalog item in Portateis Cozinha E Preparadores De Alimentos. Photos=1; weight_g=625.0.,34.9,11,3
29921,ShopX baby Product 29921,ShopX catalog item in baby. Photos=2; weight_g=9400.0.,109.9,12,10
29922,ShopX furniture_decor Product 29922,ShopX catalog item in furniture_decor. Photos=2; weight_g=500.0.,46.99,11,43
29923,ShopX housewares Product 29923,ShopX catalog item in housewares. Photos=3; weight_g=200.0.,9.9,11,53
29924,ShopX auto Product 29924,ShopX catalog item in auto. Photos=1; weight_g=3800.0.,199.9,11,9
29925,ShopX sports_leisure Product 29925,ShopX catalog item in sports_leisure. Photos=1; weight_g=5600.0.,149.99,11,69
29926,ShopX pet_shop Product 29926,ShopX catalog item in pet_shop. Photos=3; weight_g=450.0.,45.0,11,64
29927,ShopX health_beauty Product 29927,ShopX catalog item in health_beauty. Photos=1; weight_g=400.0.,23.0,11,47
29928,ShopX construction_tools_construction Product 29928,ShopX catalog item in construction_tools_construction. Photos=4; weight_g=1850.0.,148.0,11,21
29929,ShopX watches_gifts Product 29929,ShopX catalog item in watches_gifts. Photos=2; weight_g=350.0.,798.9,11,74
29930,ShopX Other Product 29930,ShopX catalog item in Other. Photos=0; weight_g=900.0.,16.9,11,1
29931,ShopX housewares Product 29931,ShopX catalog item in housewares. Photos=3; weight_g=400.0.,28.9,11,53
29932,ShopX electronics Product 29932,ShopX catalog item in electronics. Photos=5; weight_g=1400.0.,26.05,12,30
29933,ShopX toys Product 29933,ShopX catalog item in toys. Photos=1; weight_g=450.0.,150.0,11,73
29934,ShopX electronics Product 29934,ShopX catalog item in electronics. Photos=1; weight_g=528.0.,32.0,11,30
29935,ShopX housewares Product 29935,ShopX catalog item in housewares. Photos=1; weight_g=1850.0.,32.0,11,53
29936,ShopX auto Product 29936,ShopX catalog item in auto. Photos=3; weight_g=700.0.,1460.99,11,9
29937,ShopX furniture_decor Product 29937,ShopX catalog item in furniture_decor. Photos=2; weight_g=300.0.,15.99,11,43
29938,ShopX housewares Product 29938,ShopX catalog item in housewares. Photos=2; weight_g=183.0.,14.5,11,53
29939,ShopX auto Product 29939,ShopX catalog item in auto. Photos=5; weight_g=1150.0.,136.0,11,9
29940,ShopX bed_bath_table Product 29940,ShopX catalog item in bed_bath_table. Photos=1; weight_g=50.0.,24.9,11,11
29941,ShopX Other Product 29941,ShopX catalog item in Other. Photos=0; weight_g=400.0.,149.9,11,1
29942,ShopX bed_bath_table Product 29942,ShopX catalog item in bed_bath_table. Photos=1; weight_g=4900.0.,189.0,11,11
29943,ShopX telephony Product 29943,ShopX catalog item in telephony. Photos=2; weight_g=100.0.,25.9,11,72
29944,ShopX fixed_telephony Product 29944,ShopX catalog item in fixed_telephony. Photos=5; weight_g=1000.0.,269.9,11,38
29945,ShopX toys Product 29945,ShopX catalog item in toys. Photos=1; weight_g=600.0.,49.99,11,73
29946,ShopX perfumery Product 29946,ShopX catalog item in perfumery. Photos=2; weight_g=200.0.,24.99,11,63
29947,ShopX Other Product 29947,ShopX catalog item in Other. Photos=0; weight_g=1000.0.,64.0,11,1
29948,ShopX books_general_interest Product 29948,ShopX catalog item in books_general_interest. Photos=1; weight_g=200.0.,17.77,11,12
29949,ShopX baby Product 29949,ShopX catalog item in baby. Photos=4; weight_g=1400.0.,159.99,11,10
29950,ShopX bed_bath_table Product 29950,ShopX catalog item in bed_bath_table. Photos=2; weight_g=850.0.,77.68,11,11
29951,ShopX computers_accessories Product 29951,ShopX catalog item in computers_accessories. Photos=1; weight_g=850.0.,265.35,11,19
29952,ShopX furniture_decor Product 29952,ShopX catalog item in furniture_decor. Photos=1; weight_g=550.0.,24.0,11,43
29953,ShopX fixed_telephony Product 29953,ShopX catalog item in fixed_telephony. Photos=3; weight_g=441.0.,256.0,12,38
29954,ShopX bed_bath_table Product 29954,ShopX catalog item in bed_bath_table. Photos=1; weight_g=5500.0.,369.0,11,11
29955,ShopX sports_leisure Product 29955,ShopX catalog item in sports_leisure. Photos=2; weight_g=150.0.,33.9,12,69
29956,ShopX construction_tools_construction Product 29956,ShopX catalog item in construction_tools_construction. Photos=4; weight_g=450.0.,24.97,11,21
29957,ShopX office_furniture Product 29957,ShopX catalog item in office_furniture. Photos=1; weight_g=10850.0.,189.9,11,61
29958,ShopX computers Product 29958,ShopX catalog item in computers. Photos=1; weight_g=13000.0.,730.0,11,18
29959,ShopX toys Product 29959,ShopX catalog item in toys. Photos=2; weight_g=850.0.,89.99,12,73
29960,ShopX auto Product 29960,ShopX catalog item in auto. Photos=1; weight_g=1700.0.,190.0,11,9
29961,ShopX health_beauty Product 29961,ShopX catalog item in health_beauty. Photos=1; weight_g=870.0.,37.0,11,47
29962,ShopX garden_tools Product 29962,ShopX catalog item in garden_tools. Photos=5; weight_g=12700.0.,74.9,11,46
29963,ShopX auto Product 29963,ShopX catalog item in auto. Photos=6; weight_g=1900.0.,399.9,11,9
29964,ShopX musical_instruments Product 29964,ShopX catalog item in musical_instruments. Photos=5; weight_g=150.0.,34.36,11,60
29965,ShopX sports_leisure Product 29965,ShopX catalog item in sports_leisure. Photos=6; weight_g=825.0.,72.62,13,69
29966,ShopX telephony Product 29966,ShopX catalog item in telephony. Photos=2; weight_g=183.0.,39.9,13,72
29967,ShopX health_beauty Product 29967,ShopX catalog item in health_beauty. Photos=1; weight_g=400.0.,39.9,11,47
29968,ShopX health_beauty Product 29968,ShopX catalog item in health_beauty. Photos=3; weight_g=1000.0.,200.0,11,47
29969,ShopX cool_stuff Product 29969,ShopX catalog item in cool_stuff. Photos=2; weight_g=1600.0.,99.9,11,24
29970,ShopX sports_leisure Product 29970,ShopX catalog item in sports_leisure. Photos=1; weight_g=2800.0.,356.0,11,69
29971,ShopX garden_tools Product 29971,ShopX catalog item in garden_tools. Photos=1; weight_g=2500.0.,299.0,11,46
29972,ShopX watches_gifts Product 29972,ShopX catalog item in watches_gifts. Photos=1; weight_g=200.0.,49.0,11,74
29973,ShopX toys Product 29973,ShopX catalog item in toys. Photos=1; weight_g=4433.0.,299.9,11,73
29974,ShopX computers_accessories Product 29974,ShopX catalog item in computers_accessories. Photos=2; weight_g=225.0.,49.9,11,19
29975,ShopX cool_stuff Product 29975,ShopX catalog item in cool_stuff. Photos=1; weight_g=900.0.,99.99,15,24
29976,ShopX sports_leisure Product 29976,ShopX catalog item in sports_leisure. Photos=1; weight_g=2100.0.,90.4,11,69
29977,ShopX furniture_decor Product 29977,ShopX catalog item in furniture_decor. Photos=5; weight_g=300.0.,44.99,12,43
29978,ShopX telephony Product 29978,ShopX catalog item in telephony. Photos=6; weight_g=200.0.,24.99,11,72
29979,ShopX bed_bath_table Product 29979,ShopX catalog item in bed_bath_table. Photos=2; weight_g=2950.0.,219.9,11,11
29980,ShopX health_beauty Product 29980,ShopX catalog item in health_beauty. Photos=1; weight_g=387.0.,44.9,11,47
29981,ShopX electronics Product 29981,ShopX catalog item in electronics. Photos=1; weight_g=350.0.,39.9,11,30
29982,ShopX toys Product 29982,ShopX catalog item in toys. Photos=2; weight_g=500.0.,45.0,11,73
29983,ShopX bed_bath_table Product 29983,ShopX catalog item in bed_bath_table. Photos=1; weight_g=2700.0.,117.99,11,11
29984,ShopX auto Product 29984,ShopX catalog item in auto. Photos=5; weight_g=100.0.,159.99,11,9
29985,ShopX sports_leisure Product 29985,ShopX catalog item in sports_leisure. Photos=1; weight_g=640.0.,169.9,11,69
29986,ShopX toys Product 29986,ShopX catalog item in toys. Photos=1; weight_g=600.0.,189.99,11,73
29987,ShopX sports_leisure Product 29987,ShopX catalog item in sports_leisure. Photos=1; weight_g=248.0.,45.05,11,69
29988,ShopX furniture_decor Product 29988,ShopX catalog item in furniture_decor. Photos=1; weight_g=2075.0.,189.9,11,43
29989,ShopX bed_bath_table Product 29989,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1700.0.,126.0,11,11
29990,ShopX home_appliances_2 Product 29990,ShopX catalog item in home_appliances_2. Photos=4; weight_g=4765.0.,599.5,11,49
29991,ShopX electronics Product 29991,ShopX catalog item in electronics. Photos=5; weight_g=14250.0.,749.0,11,30
29992,ShopX small_appliances Product 29992,ShopX catalog item in small_appliances. Photos=1; weight_g=15200.0.,104.0,11,67
29993,ShopX stationery Product 29993,ShopX catalog item in stationery. Photos=1; weight_g=14350.0.,134.9,11,70
29994,ShopX sports_leisure Product 29994,ShopX catalog item in sports_leisure. Photos=1; weight_g=1250.0.,816.0,11,69
29995,ShopX housewares Product 29995,ShopX catalog item in housewares. Photos=3; weight_g=400.0.,46.9,11,53
29996,ShopX computers_accessories Product 29996,ShopX catalog item in computers_accessories. Photos=2; weight_g=150.0.,24.4,12,19
29997,ShopX telephony Product 29997,ShopX catalog item in telephony. Photos=2; weight_g=300.0.,174.9,11,72
29998,ShopX health_beauty Product 29998,ShopX catalog item in health_beauty. Photos=3; weight_g=650.0.,380.0,11,47
29999,ShopX watches_gifts Product 29999,ShopX catalog item in watches_gifts. Photos=1; weight_g=150.0.,78.25,11,74
30000,ShopX cool_stuff Product 30000,ShopX catalog item in cool_stuff. Photos=2; weight_g=2300.0.,132.9,12,24
30001,ShopX furniture_decor Product 30001,ShopX catalog item in furniture_decor. Photos=1; weight_g=1500.0.,108.82,11,43
30002,ShopX cool_stuff Product 30002,ShopX catalog item in cool_stuff. Photos=2; weight_g=575.0.,50.0,12,24
30003,ShopX computers_accessories Product 30003,ShopX catalog item in computers_accessories. Photos=2; weight_g=250.0.,31.9,22,19
30004,ShopX health_beauty Product 30004,ShopX catalog item in health_beauty. Photos=1; weight_g=1950.0.,286.35,11,47
30005,ShopX bed_bath_table Product 30005,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1050.0.,81.4,11,11
30006,ShopX health_beauty Product 30006,ShopX catalog item in health_beauty. Photos=5; weight_g=675.0.,1399.9,11,47
30007,ShopX housewares Product 30007,ShopX catalog item in housewares. Photos=1; weight_g=2000.0.,52.11,12,53
30008,ShopX cool_stuff Product 30008,ShopX catalog item in cool_stuff. Photos=2; weight_g=200.0.,69.9,11,24
30009,ShopX bed_bath_table Product 30009,ShopX catalog item in bed_bath_table. Photos=2; weight_g=4200.0.,68.5,11,11
30010,ShopX bed_bath_table Product 30010,ShopX catalog item in bed_bath_table. Photos=2; weight_g=225.0.,30.9,11,11
30011,ShopX stationery Product 30011,ShopX catalog item in stationery. Photos=6; weight_g=1500.0.,89.0,11,70
30012,ShopX watches_gifts Product 30012,ShopX catalog item in watches_gifts. Photos=1; weight_g=750.0.,238.9,11,74
30013,ShopX furniture_decor Product 30013,ShopX catalog item in furniture_decor. Photos=1; weight_g=1500.0.,400.0,11,43
30014,ShopX sports_leisure Product 30014,ShopX catalog item in sports_leisure. Photos=1; weight_g=3100.0.,13.5,11,69
30015,ShopX housewares Product 30015,ShopX catalog item in housewares. Photos=3; weight_g=750.0.,88.99,11,53
30016,ShopX fashion_shoes Product 30016,ShopX catalog item in fashion_shoes. Photos=4; weight_g=1400.0.,84.9,11,35
30017,ShopX cool_stuff Product 30017,ShopX catalog item in cool_stuff. Photos=1; weight_g=200.0.,69.0,11,24
30018,ShopX sports_leisure Product 30018,ShopX catalog item in sports_leisure. Photos=1; weight_g=250.0.,117.0,11,69
30019,ShopX perfumery Product 30019,ShopX catalog item in perfumery. Photos=6; weight_g=150.0.,90.0,11,63
30020,ShopX housewares Product 30020,ShopX catalog item in housewares. Photos=2; weight_g=2100.0.,89.5,11,53
30021,ShopX construction_tools_safety Product 30021,ShopX catalog item in construction_tools_safety. Photos=4; weight_g=100.0.,54.9,11,23
30022,ShopX perfumery Product 30022,ShopX catalog item in perfumery. Photos=1; weight_g=400.0.,63.0,11,63
30023,ShopX telephony Product 30023,ShopX catalog item in telephony. Photos=2; weight_g=167.0.,18.77,11,72
30024,ShopX perfumery Product 30024,ShopX catalog item in perfumery. Photos=1; weight_g=550.0.,123.62,11,63
30025,ShopX electronics Product 30025,ShopX catalog item in electronics. Photos=4; weight_g=200.0.,48.99,12,30
30026,ShopX pet_shop Product 30026,ShopX catalog item in pet_shop. Photos=1; weight_g=7750.0.,151.9,11,64
30027,ShopX bed_bath_table Product 30027,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1940.0.,104.99,11,11
30028,ShopX pet_shop Product 30028,ShopX catalog item in pet_shop. Photos=1; weight_g=5700.0.,88.2,11,64
30029,ShopX stationery Product 30029,ShopX catalog item in stationery. Photos=2; weight_g=200.0.,173.0,11,70
30030,ShopX health_beauty Product 30030,ShopX catalog item in health_beauty. Photos=1; weight_g=300.0.,579.0,11,47
30031,ShopX home_construction Product 30031,ShopX catalog item in home_construction. Photos=2; weight_g=800.0.,75.9,11,52
30032,ShopX electronics Product 30032,ShopX catalog item in electronics. Photos=3; weight_g=175.0.,102.5,12,30
30033,ShopX furniture_decor Product 30033,ShopX catalog item in furniture_decor. Photos=3; weight_g=450.0.,32.0,11,43
30034,ShopX signaling_and_security Product 30034,ShopX catalog item in signaling_and_security. Photos=2; weight_g=575.0.,79.9,11,66
30035,ShopX sports_leisure Product 30035,ShopX catalog item in sports_leisure. Photos=1; weight_g=2150.0.,69.9,11,69
30036,ShopX dvds_blu_ray Product 30036,ShopX catalog item in dvds_blu_ray. Photos=1; weight_g=90.0.,19.9,11,29
30037,ShopX Other Product 30037,ShopX catalog item in Other. Photos=0; weight_g=800.0.,29.8,11,1
30038,ShopX sports_leisure Product 30038,ShopX catalog item in sports_leisure. Photos=3; weight_g=750.0.,390.99,11,69
30039,ShopX sports_leisure Product 30039,ShopX catalog item in sports_leisure. Photos=3; weight_g=350.0.,252.0,11,69
30040,ShopX health_beauty Product 30040,ShopX catalog item in health_beauty. Photos=4; weight_g=200.0.,49.99,11,47
30041,ShopX bed_bath_table Product 30041,ShopX catalog item in bed_bath_table. Photos=1; weight_g=4625.0.,199.0,11,11
30042,ShopX sports_leisure Product 30042,ShopX catalog item in sports_leisure. Photos=1; weight_g=150.0.,24.9,11,69
30043,ShopX furniture_decor Product 30043,ShopX catalog item in furniture_decor. Photos=1; weight_g=600.0.,32.9,11,43
30044,ShopX watches_gifts Product 30044,ShopX catalog item in watches_gifts. Photos=5; weight_g=400.0.,189.0,11,74
30045,ShopX housewares Product 30045,ShopX catalog item in housewares. Photos=6; weight_g=1500.0.,62.45,11,53
30046,ShopX sports_leisure Product 30046,ShopX catalog item in sports_leisure. Photos=8; weight_g=3050.0.,149.9,11,69
30047,ShopX housewares Product 30047,ShopX catalog item in housewares. Photos=1; weight_g=2950.0.,197.0,11,53
30048,ShopX audio Product 30048,ShopX catalog item in audio. Photos=3; weight_g=250.0.,75.0,11,8
30049,ShopX furniture_decor Product 30049,ShopX catalog item in furniture_decor. Photos=3; weight_g=533.0.,46.9,11,43
30050,ShopX health_beauty Product 30050,ShopX catalog item in health_beauty. Photos=1; weight_g=4050.0.,199.0,15,47
30051,ShopX health_beauty Product 30051,ShopX catalog item in health_beauty. Photos=2; weight_g=225.0.,157.5,11,47
30052,ShopX health_beauty Product 30052,ShopX catalog item in health_beauty. Photos=5; weight_g=350.0.,160.0,11,47
30053,ShopX sports_leisure Product 30053,ShopX catalog item in sports_leisure. Photos=1; weight_g=150.0.,25.6,11,69
30054,ShopX telephony Product 30054,ShopX catalog item in telephony. Photos=2; weight_g=70.0.,29.9,11,72
